Panelist ID,Sex code,Date of birth,Marital status,Household status,Working status,Terminal age of education,Life stage,Ethnic Origin,Disability,No of TV Sets,No of VCRs,No of PVRs,No of DVDs,No of People,Social Class,Presence of Children,Demographic cell 1,Number of DVD Recorders,Number of DVD Players,Number of Sky PVRs,Number of other PVRs,Broadband,Mosaic Classification,Aire@Morning,Aire@Daytime,Aire@Early Fringe,Aire@Late Fringe,Aire@Prime,Aire@Late Night,Aire@Overnight,Cable@Morning,Cable@Daytime,Cable@Early Fringe,Cable@Late Fringe,Cable@Prime,Cable@Late Night,Cable@Overnight,Deportes@Morning,Deportes@Daytime,Deportes@Early Fringe,Deportes@Late Fringe,Deportes@Prime,Deportes@Late Night,Deportes@Overnight,Infantil@Morning,Infantil@Daytime,Infantil@Early Fringe,Infantil@Late Fringe,Infantil@Prime,Infantil@Late Night,Infantil@Overnight
004091403,2,1999-04-01,2,1,5,4,09,01,003,07,1,1,3,06,AB,7,05,0,3,0,1,1,022,98.00,665.00,65.00,313.00,614.00,331.00,327.00,5.00,812.00,447.00,352.00,450.00,449.00,612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001246102,1,1949-01-01,1,3,2,2,07,01,003,02,0,1,0,02,C2,1,08,0,0,0,1,1,026,47.00,232.00,158.00,488.00,933.00,255.00,283.00,0.00,168.00,203.00,278.00,731.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004106401,1,1984-12-01,1,1,1,2,08,10,003,02,0,1,1,04,C1,4,03,0,1,0,1,1,015,206.00,145.00,126.00,778.00,485.00,0.00,125.00,518.00,187.00,447.00,406.00,497.00,5.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004181602,1,1950-12-01,1,3,4,1,07,01,003,01,0,1,1,02,D ,1,08,0,1,1,0,2,099,735.00,2825.00,1526.00,2234.00,2038.00,280.00,1123.00,158.00,1241.00,390.00,79.00,559.00,570.00,683.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00
003143701,2,1931-10-01,2,4,4,1,06,01,001,02,0,0,0,01,D ,1,10,0,0,0,0,2,051,1423.00,1085.00,1676.00,1719.00,2163.00,3.00,0.00,1691.00,995.00,299.00,1093.00,1236.00,130.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003068902,1,1995-08-01,2,1,4,3,10,01,003,04,0,0,1,03,C1,5,05,0,1,0,0,1,036,263.00,290.00,80.00,236.00,85.00,0.00,31.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005433505,1,2007-09-01,2,1,5,4,99,03,003,02,0,1,1,06,C2,7,06,0,1,1,0,1,058,0.00,96.00,41.00,0.00,2.00,0.00,0.00,0.00,12.00,7.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,13.00,0.00,0.00,0.00,0.00
005167202,2,1957-05-01,1,2,4,2,07,01,003,03,0,1,2,02,C1,1,09,0,2,1,0,1,020,1550.00,728.00,940.00,1151.00,2122.00,389.00,44.00,1.00,160.00,81.00,39.00,600.00,591.00,145.00,0.00,48.00,5.00,28.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000011801,1,1960-06-01,1,3,1,2,11,05,003,02,0,1,1,04,C1,1,07,0,1,1,0,1,042,505.00,78.00,115.00,200.00,325.00,24.00,129.00,175.00,830.00,642.00,1103.00,1524.00,307.00,0.00,2.00,114.00,37.00,72.00,5.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
003819402,1,1976-05-01,1,1,4,3,10,01,003,02,0,1,1,05,C1,5,05,0,1,1,0,1,038,75.00,98.00,86.00,398.00,777.00,161.00,29.00,112.00,982.00,319.00,754.00,720.00,86.00,5.00,29.00,329.00,260.00,155.00,370.00,56.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003989503,2,1995-01-01,2,1,5,4,01,06,003,01,0,1,0,04,C1,1,07,0,0,1,0,1,061,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001437101,2,1935-02-01,2,4,4,1,06,01,003,02,0,0,0,01,D ,1,10,0,0,0,0,2,013,156.00,430.00,909.00,1094.00,514.00,0.00,0.00,0.00,0.00,167.00,91.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005055802,1,1954-06-01,1,3,1,3,07,01,003,01,1,1,0,02,AB,1,07,0,0,0,1,1,020,0.00,27.00,0.00,219.00,399.00,0.00,0.00,5.00,0.00,0.00,2.00,137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002485801,2,1977-11-01,2,4,1,3,04,05,003,02,0,1,1,03,C1,1,01,0,1,0,1,1,004,1381.00,2496.00,284.00,301.00,1136.00,406.00,0.00,0.00,8.00,167.00,548.00,462.00,27.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000262302,2,1953-03-01,1,2,1,2,07,01,003,02,0,0,2,02,C2,1,08,0,2,0,0,1,014,373.00,593.00,186.00,649.00,1048.00,104.00,10.00,869.00,570.00,768.00,767.00,549.00,60.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004216301,2,1949-06-01,1,2,4,3,07,01,003,02,0,1,2,02,AB,1,09,0,2,0,1,1,009,690.00,1331.00,1196.00,1091.00,1546.00,0.00,30.00,0.00,108.00,9.00,1.00,507.00,4.00,0.00,0.00,0.00,98.00,1.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005447501,2,1954-11-01,1,2,4,2,07,01,003,01,0,1,1,02,C2,1,10,0,1,0,1,1,052,0.00,55.00,296.00,569.00,602.00,0.00,0.00,0.00,64.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004049801,1,1953-04-01,2,4,4,2,06,01,003,01,0,0,0,01,C2,1,10,0,0,0,0,1,004,625.00,658.00,217.00,845.00,1255.00,669.00,0.00,2013.00,445.00,815.00,609.00,1054.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003806001,2,1972-07-01,1,4,2,2,10,01,003,04,0,0,2,02,C2,5,06,0,2,0,0,1,029,2299.00,1046.00,1319.00,1239.00,1244.00,0.00,0.00,1222.00,434.00,1466.00,476.00,831.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005368602,1,1953-07-01,1,3,1,3,07,01,003,03,0,1,2,02,AB,1,07,0,2,0,1,1,008,58.00,30.00,42.00,0.00,2025.00,758.00,2.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003922703,2,1971-11-01,1,2,2,2,09,01,003,04,0,1,3,05,C2,3,06,0,3,0,1,1,099,742.00,557.00,254.00,688.00,2364.00,795.00,380.00,11.00,26.00,48.00,10.00,71.00,118.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005340301,2,1984-10-01,2,4,1,3,02,01,003,01,0,1,1,01,AB,1,01,0,1,0,1,1,042,0.00,200.00,0.00,248.00,689.00,0.00,0.00,0.00,0.00,106.00,71.00,274.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003506302,2,1947-12-01,1,1,4,2,07,05,002,01,1,1,1,02,E ,1,10,0,1,1,0,1,057,86.00,1649.00,214.00,1109.00,1094.00,14.00,0.00,151.00,1874.00,691.00,955.00,1283.00,193.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,4.00,0.00,0.00,0.00
005355301,1,1963-07-01,1,4,5,4,05,01,003,01,0,1,0,02,AB,1,07,0,0,1,1,1,014,1409.00,1337.00,43.00,682.00,1000.00,170.00,2.00,1350.00,1150.00,635.00,2042.00,2018.00,528.00,1504.00,4.00,475.00,167.00,580.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001724204,2,2005-07-01,2,1,5,4,99,07,003,01,0,0,1,06,AB,7,05,0,1,0,0,1,045,0.00,104.00,86.00,48.00,86.00,100.00,0.00,0.00,343.00,364.00,100.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
000137702,1,1944-07-01,1,3,4,2,07,01,003,02,0,2,2,02,C1,1,09,0,2,2,0,1,027,3.00,130.00,418.00,593.00,1649.00,109.00,0.00,0.00,94.00,14.00,104.00,545.00,4.00,0.00,0.00,128.00,132.00,62.00,92.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
005132701,1,1952-11-01,2,4,4,3,06,01,003,01,0,0,0,01,C1,1,09,0,0,0,0,1,065,0.00,477.00,436.00,1164.00,1990.00,16.00,0.00,0.00,139.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003690901,1,1982-02-01,1,3,1,3,09,01,003,01,0,2,2,04,AB,3,05,0,2,0,2,1,018,0.00,0.00,0.00,120.00,546.00,8.00,0.00,0.00,0.00,0.00,81.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00
005438501,1,1963-01-01,2,4,4,2,06,01,001,02,0,0,1,01,E ,1,10,0,1,0,0,2,050,344.00,720.00,320.00,307.00,976.00,90.00,150.00,1445.00,1310.00,387.00,608.00,1458.00,302.00,259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004131401,2,1951-01-01,1,4,4,1,07,01,003,02,0,1,1,02,C2,1,10,0,1,0,1,1,016,0.00,131.00,1570.00,3284.00,1962.00,67.00,0.00,0.00,217.00,848.00,86.00,1324.00,332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005346601,2,1988-09-01,1,2,1,2,03,10,003,01,0,0,0,02,C2,1,02,0,0,0,0,1,035,0.00,1.00,6.00,0.00,30.00,0.00,0.00,34.00,1.00,44.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003302303,2,2005-10-01,2,1,5,4,99,13,003,01,0,0,0,04,C1,5,05,0,0,0,0,1,025,3.00,0.00,17.00,65.00,149.00,0.00,0.00,84.00,60.00,107.00,204.00,135.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
003757401,2,1981-07-01,1,2,4,3,08,01,003,01,0,1,1,06,AB,4,03,0,1,1,0,1,099,0.00,0.00,0.00,0.00,172.00,0.00,0.00,0.00,21.00,12.00,162.00,359.00,0.00,0.00,0.00,1.00,0.00,15.00,102.00,0.00,0.00,93.00,719.00,313.00,5.00,36.00,0.00,21.00
005000002,1,1979-11-01,1,1,1,2,09,01,003,01,0,0,0,04,C2,3,06,0,0,0,0,1,066,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,2.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003413802,2,1953-04-01,1,2,4,2,07,01,002,02,0,1,0,02,AB,1,09,0,0,0,1,1,012,3297.00,2491.00,1962.00,2961.00,2619.00,113.00,0.00,1.00,847.00,69.00,5.00,140.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005061704,2,2011-06-01,2,1,5,4,99,03,003,01,0,1,0,04,AB,3,05,0,0,1,0,1,043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,363.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001945404,1,2005-05-01,2,1,5,4,99,01,003,02,0,1,1,04,D ,5,06,0,1,1,0,1,012,12.00,34.00,262.00,295.00,1057.00,194.00,0.00,162.00,301.00,33.00,504.00,728.00,56.00,0.00,0.00,0.00,0.00,0.00,45.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003516402,1,1973-02-01,1,3,1,3,09,05,003,01,0,1,1,04,AB,7,05,0,1,1,0,1,005,14.00,90.00,19.00,17.00,330.00,199.00,0.00,0.00,188.00,187.00,103.00,34.00,105.00,0.00,26.00,55.00,1.00,38.00,218.00,21.00,25.00,11.00,22.00,2.00,22.00,3.00,0.00,0.00
003529603,2,1995-03-01,2,1,5,4,01,10,003,01,0,0,1,04,C1,1,07,0,1,0,0,1,047,1839.00,75.00,12.00,156.00,151.00,0.00,310.00,1436.00,2606.00,557.00,1500.00,545.00,60.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000826301,1,1950-03-01,1,3,2,1,11,01,003,03,0,1,0,03,C2,1,08,0,0,1,0,1,013,64.00,1525.00,1436.00,976.00,1306.00,45.00,0.00,0.00,89.00,88.00,232.00,631.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003661703,2,2010-12-01,2,1,5,4,99,05,003,01,0,1,1,04,AB,4,03,0,1,1,0,1,099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,89.00,19.00,5.00,0.00,0.00,0.00,3.00,1.00,0.00,60.00,0.00,0.00,34.00,719.00,431.00,1240.00,509.00,0.00,31.00
004173202,1,1991-10-01,1,3,1,2,03,01,003,02,0,2,1,02,D ,1,02,0,1,2,0,1,048,94.00,707.00,150.00,145.00,802.00,155.00,0.00,94.00,140.00,65.00,695.00,939.00,258.00,280.00,267.00,2379.00,592.00,1538.00,958.00,197.00,587.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
001456603,1,1976-07-01,2,3,1,2,04,01,003,02,0,1,1,02,D ,1,02,0,1,0,1,1,050,17.00,276.00,1098.00,799.00,1168.00,251.00,178.00,10.00,251.00,534.00,229.00,630.00,194.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001668201,2,1963-11-01,2,4,2,3,04,01,003,01,0,1,1,01,D ,1,08,0,1,0,1,2,017,887.00,343.00,191.00,350.00,4147.00,193.00,97.00,322.00,196.00,49.00,352.00,1784.00,878.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005269201,2,1984-10-01,1,2,4,3,03,01,002,02,0,1,0,02,D ,1,02,0,0,1,0,1,039,0.00,586.00,86.00,81.00,257.00,21.00,309.00,0.00,595.00,135.00,237.00,634.00,25.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00
005328001,2,1972-11-01,2,1,1,3,04,01,003,01,0,0,0,02,C1,1,07,0,0,0,0,1,031,1655.00,730.00,528.00,1838.00,967.00,139.00,0.00,89.00,1252.00,214.00,172.00,858.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002458101,1,1927-07-01,1,3,4,1,07,01,003,02,1,1,1,02,C2,1,10,0,1,0,0,1,024,355.00,1523.00,2010.00,341.00,2058.00,0.00,0.00,0.00,0.00,50.00,1464.00,408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000134302,2,1972-03-01,1,1,2,3,09,01,003,02,0,2,0,04,AB,7,05,0,0,2,0,1,010,461.00,684.00,345.00,939.00,1642.00,0.00,80.00,0.00,107.00,46.00,66.00,229.00,0.00,0.00,0.00,0.00,0.00,104.00,0.00,0.00,0.00,574.00,13.00,68.00,12.00,0.00,0.00,0.00
003995501,2,1979-12-01,2,4,2,2,10,02,003,01,0,1,1,05,D ,5,06,0,1,0,1,1,044,1.00,70.00,457.00,317.00,101.00,0.00,122.00,124.00,29.00,446.00,464.00,187.00,0.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
004149801,1,1936-03-01,2,4,4,2,06,01,002,02,0,1,0,01,C2,1,10,0,0,0,1,1,022,925.00,2853.00,1701.00,1922.00,2417.00,271.00,9.00,9.00,1883.00,366.00,308.00,953.00,126.00,16.00,0.00,26.00,1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004070002,2,1957-03-01,1,2,1,2,07,01,003,01,0,0,0,02,C2,1,08,0,0,0,0,1,016,136.00,502.00,64.00,799.00,1246.00,0.00,0.00,95.00,202.00,7.00,272.00,490.00,14.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003953002,1,1990-11-01,2,1,1,2,01,01,003,03,0,2,1,02,D ,1,08,0,1,2,0,1,037,95.00,177.00,149.00,439.00,578.00,15.00,0.00,183.00,381.00,656.00,408.00,402.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002214501,2,1932-09-01,1,4,4,1,07,01,002,01,0,1,0,02,AB,1,09,0,0,0,1,1,099,22.00,5036.00,3170.00,3787.00,2553.00,0.00,0.00,280.00,482.00,59.00,126.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004129402,1,1954-04-01,1,3,1,3,07,01,003,05,1,3,3,02,AB,1,07,0,3,0,2,1,026,92.00,157.00,427.00,330.00,590.00,0.00,167.00,72.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003909902,2,1983-11-01,1,2,4,2,08,06,003,03,0,1,0,03,AB,2,03,0,0,1,0,1,059,0.00,271.00,1.00,112.00,318.00,248.00,0.00,213.00,2859.00,648.00,1188.00,1814.00,207.00,0.00,0.00,230.00,89.00,27.00,27.00,75.00,0.00,0.00,672.00,107.00,127.00,159.00,2.00,0.00
003455802,1,1981-12-01,1,3,1,2,09,01,003,01,0,1,0,04,C1,3,05,0,0,1,0,1,036,0.00,34.00,44.00,160.00,939.00,120.00,0.00,0.00,36.00,1.00,53.00,178.00,0.00,0.00,0.00,169.00,183.00,35.00,307.00,68.00,0.00,0.00,0.00,2.00,29.00,0.00,0.00,0.00
005402601,2,1985-12-01,1,2,1,3,08,01,003,01,0,1,0,03,AB,2,03,0,0,0,1,1,062,0.00,0.00,56.00,256.00,1143.00,0.00,2.00,141.00,51.00,73.00,52.00,34.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,37.00,0.00,0.00,0.00,51.00,0.00
003646303,2,1991-11-01,2,1,2,2,09,01,003,04,0,1,1,04,C2,3,06,0,1,1,0,1,031,2.00,119.00,0.00,156.00,670.00,73.00,0.00,2.00,559.00,174.00,300.00,848.00,55.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00,0.00,0.00
005219701,2,1977-10-01,2,4,1,3,04,01,001,01,0,1,0,01,C1,1,01,0,0,1,0,1,099,18.00,0.00,0.00,0.00,710.00,97.00,0.00,0.00,0.00,2.00,0.00,29.00,242.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
003175001,1,1957-06-01,1,3,1,2,11,01,003,02,0,1,0,04,C2,1,08,0,0,0,1,1,054,129.00,387.00,118.00,656.00,1640.00,236.00,0.00,30.00,315.00,221.00,305.00,209.00,310.00,37.00,0.00,319.00,219.00,321.00,16.00,38.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
003814303,1,2012-05-01,2,1,5,4,99,01,003,02,0,0,2,03,AB,3,05,0,2,0,0,1,023,304.00,187.00,444.00,756.00,268.00,0.00,0.00,300.00,104.00,17.00,277.00,13.00,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,11.00,0.00,0.00,0.00
003580301,1,1984-08-01,1,3,2,2,08,01,003,02,0,1,2,03,AB,2,03,0,2,1,0,1,055,0.00,265.00,156.00,34.00,429.00,0.00,0.00,268.00,1075.00,468.00,315.00,867.00,135.00,6.00,3.00,864.00,213.00,161.00,136.00,1.00,0.00,20.00,0.00,7.00,29.00,4.00,1.00,0.00
005153002,2,1996-04-01,1,2,1,2,03,01,003,02,0,2,0,02,AB,1,01,0,0,0,2,1,052,11.00,23.00,314.00,24.00,412.00,65.00,0.00,0.00,0.00,0.00,0.00,81.00,55.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
001193802,2,1945-04-01,1,2,4,2,07,01,003,01,0,1,1,02,AB,1,09,0,1,0,1,1,009,0.00,0.00,365.00,1175.00,2311.00,15.00,0.00,0.00,0.00,108.00,651.00,988.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003795702,1,1987-08-01,2,1,1,1,01,01,003,03,0,1,1,02,C1,1,07,0,1,0,1,1,024,0.00,23.00,368.00,1456.00,2521.00,344.00,0.00,0.00,0.00,108.00,291.00,893.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000542402,1,1945-06-01,1,3,4,2,07,01,003,01,1,1,1,02,E ,1,10,0,1,0,1,1,015,239.00,1776.00,1380.00,2690.00,2824.00,1.00,145.00,57.00,8.00,292.00,133.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00
003690904,2,2012-06-01,2,1,5,4,99,01,003,01,0,2,2,04,AB,3,05,0,2,0,2,1,018,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,128.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
005255201,2,1969-05-01,2,4,1,3,04,01,003,01,0,1,1,01,AB,1,07,0,1,0,1,1,030,8.00,114.00,115.00,0.00,1149.00,0.00,351.00,0.00,13.00,79.00,652.00,121.00,0.00,522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002501401,1,1947-03-01,1,3,4,1,07,01,003,01,0,1,0,02,C2,1,10,0,0,1,0,1,013,1595.00,2088.00,2133.00,992.00,553.00,15.00,60.00,1025.00,1888.00,291.00,469.00,2364.00,147.00,0.00,355.00,256.00,4.00,3.00,105.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003777702,2,1983-08-01,1,2,2,2,09,01,003,02,0,2,1,03,C2,3,06,0,1,2,0,1,099,0.00,853.00,183.00,494.00,790.00,7.00,41.00,0.00,550.00,492.00,1220.00,703.00,0.00,208.00,0.00,131.00,27.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,2.00,0.00,0.00,0.00
003719101,2,1962-04-01,1,4,1,2,07,01,003,02,0,2,0,02,C1,1,07,0,0,0,2,1,023,2134.00,2850.00,1445.00,1254.00,3016.00,196.00,410.00,10.00,238.00,208.00,16.00,729.00,124.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004049304,1,2013-04-01,2,1,5,4,99,01,003,02,0,2,1,04,AB,3,05,0,1,1,1,1,007,2.00,260.00,357.00,544.00,64.00,0.00,0.00,4.00,150.00,175.00,211.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,16.00,1.00,3.00,5.00
005329501,2,1974-02-01,2,4,4,2,04,01,001,01,0,0,0,01,E ,1,02,0,0,0,0,2,040,632.00,397.00,799.00,2709.00,1885.00,866.00,1629.00,82.00,38.00,563.00,517.00,1398.00,712.00,1144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
004104005,2,2014-01-01,2,1,5,4,99,06,003,01,0,1,0,05,C2,3,06,0,0,1,0,1,063,298.00,158.00,173.00,210.00,83.00,0.00,0.00,1126.00,2872.00,1486.00,1078.00,744.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863.00,1745.00,957.00,246.00,155.00,32.00,0.00
003996001,1,1950-09-01,1,1,4,2,07,01,003,02,1,1,1,02,C2,1,08,0,1,1,0,1,021,765.00,623.00,452.00,1039.00,1937.00,481.00,212.00,1006.00,2257.00,892.00,1796.00,3097.00,904.00,1146.00,322.00,1137.00,344.00,387.00,399.00,271.00,656.00,82.00,2.00,0.00,59.00,0.00,0.00,0.00
003054602,2,1935-05-01,1,2,4,1,07,01,003,02,0,1,1,02,C2,1,10,0,1,0,1,1,019,450.00,4316.00,2559.00,2006.00,1715.00,135.00,27.00,99.00,584.00,133.00,208.00,2104.00,431.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
002345901,1,1947-07-01,2,4,4,1,06,01,002,04,0,0,3,01,C2,1,10,0,3,0,0,2,037,559.00,1966.00,1866.00,1500.00,693.00,41.00,472.00,869.00,4202.00,844.00,409.00,1896.00,242.00,313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
003357901,2,1971-09-01,1,2,2,3,10,01,002,01,0,1,0,05,C2,5,06,0,0,0,1,1,037,0.00,40.00,0.00,5.00,29.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000098801,1,1942-04-01,1,3,4,3,07,01,003,04,0,2,4,02,C2,1,10,0,4,0,2,1,019,6.00,4262.00,1353.00,910.00,2509.00,230.00,0.00,0.00,81.00,42.00,83.00,366.00,57.00,0.00,16.00,514.00,58.00,0.00,11.00,47.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
