Sex code,Date of birth,Marital status,Household status,Ethnic Origin,Disability,No of TV Sets,No of VCRs,No of PVRs,No of DVDs,Social Class,Presence of Children,Number of DVD Recorders,Number of DVD Players,Number of Sky PVRs,Number of other PVRs,Broadband,Aire@Morning,Aire@Daytime,Aire@Early Fringe,Aire@Late Fringe,Aire@Prime,Aire@Late Night,Aire@Overnight,Cable@Morning,Cable@Daytime,Cable@Early Fringe,Cable@Late Fringe,Cable@Prime,Cable@Late Night,Cable@Overnight,Deportes@Morning,Deportes@Daytime,Deportes@Early Fringe,Deportes@Late Fringe,Deportes@Prime,Deportes@Late Night,Deportes@Overnight,Infantil@Morning,Infantil@Daytime,Infantil@Early Fringe,Infantil@Late Fringe,Infantil@Prime,Infantil@Late Night,Infantil@Overnight
1,2001-11-01,2,1,1,3,3,0,0,0,C1,5,0,0,0,0,1,0.0,136.0,0.0,246.0,345.0,33.0,348.0,0.0,14.0,0.0,42.0,121.0,83.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2009-12-01,2,1,1,3,1,0,1,0,C1,3,0,0,0,0,1,34.0,256.0,179.0,308.0,308.0,2.0,0.0,60.0,1.0,2.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1959-05-01,1,2,1,3,2,0,1,2,C1,1,0,2,0,1,1,1090.0,813.0,1258.0,1272.0,659.0,5.0,183.0,20.0,454.0,57.0,0.0,117.0,0.0,0.0,0.0,92.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1997-10-01,2,1,1,3,1,0,0,0,C1,7,0,0,0,0,1,276.0,152.0,147.0,357.0,0.0,0.0,0.0,5.0,38.0,190.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1959-04-01,1,2,1,3,3,0,1,1,AB,1,1,0,0,1,1,292.0,2168.0,1321.0,1957.0,2468.0,739.0,0.0,0.0,201.0,0.0,0.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2013-08-01,2,1,1,3,2,0,0,0,AB,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,34.0
1,1998-09-01,2,1,1,3,1,0,0,1,D ,1,0,1,0,0,2,0.0,82.0,153.0,242.0,229.0,54.0,0.0,0.0,116.0,63.0,0.0,126.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1991-05-01,1,2,1,3,2,0,2,0,C1,1,0,0,2,0,1,0.0,11.0,44.0,549.0,911.0,34.0,0.0,110.0,124.0,1.0,456.0,654.0,336.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1964-12-01,1,1,1,3,4,0,2,3,C2,3,0,3,2,0,1,130.0,42.0,16.0,137.0,1272.0,117.0,19.0,86.0,523.0,71.0,231.0,811.0,53.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,4.0,0.0,0.0
1,1939-01-01,2,4,2,1,1,0,0,0,C2,1,0,0,0,0,2,0.0,0.0,1207.0,1764.0,2106.0,86.0,0.0,0.0,0.0,492.0,1604.0,2408.0,1239.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1969-06-01,1,3,1,3,4,0,1,2,C1,6,0,2,1,0,1,181.0,49.0,233.0,134.0,158.0,3.0,144.0,16.0,24.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,131.0,3.0,56.0,1.0,0.0,0.0
1,1974-02-01,1,3,15,3,2,0,0,1,AB,8,0,1,0,0,1,69.0,4.0,0.0,60.0,100.0,0.0,0.0,35.0,127.0,33.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0
2,1993-08-01,2,1,1,3,2,0,1,0,C1,1,0,0,0,1,1,0.0,0.0,8.0,214.0,147.0,0.0,0.0,0.0,0.0,2.0,19.0,110.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1976-09-01,1,2,1,3,3,1,2,1,AB,7,0,1,0,2,1,0.0,2.0,0.0,26.0,334.0,144.0,0.0,0.0,0.0,0.0,187.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1991-02-01,2,3,1,3,1,0,1,0,C2,2,0,0,1,0,1,0.0,356.0,746.0,1070.0,2464.0,1755.0,872.0,0.0,199.0,193.0,1604.0,4159.0,950.0,2397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1990-02-01,1,1,1,3,2,0,0,0,C1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1961-02-01,1,3,1,3,1,0,0,1,D ,1,1,0,0,0,2,0.0,67.0,198.0,223.0,188.0,0.0,0.0,13.0,152.0,494.0,110.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1994-09-01,2,1,10,3,4,0,4,0,D ,5,0,0,0,3,1,73.0,1.0,6.0,2.0,29.0,0.0,182.0,0.0,61.0,4.0,0.0,119.0,0.0,0.0,0.0,0.0,20.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2002-07-01,2,1,1,3,2,0,1,1,C2,5,0,1,0,1,1,0.0,72.0,407.0,301.0,751.0,1.0,9.0,6.0,199.0,7.0,412.0,454.0,53.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1,1963-12-01,2,4,1,3,1,0,1,0,AB,1,0,0,0,1,1,0.0,85.0,157.0,196.0,1459.0,22.0,0.0,0.0,0.0,0.0,69.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1965-02-01,1,3,1,3,1,0,1,1,C1,1,0,1,0,1,1,134.0,254.0,129.0,562.0,305.0,0.0,0.0,11.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1977-04-01,1,3,5,3,1,0,1,0,AB,6,0,0,1,0,1,0.0,3.0,11.0,27.0,0.0,0.0,0.0,0.0,23.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,1963-01-01,1,2,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,43.0,0.0,347.0,495.0,0.0,0.0,0.0,0.0,0.0,5.0,167.0,26.0,0.0,0.0,200.0,18.0,152.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1965-09-01,1,4,11,3,2,1,1,1,AB,5,0,1,0,1,1,0.0,62.0,4.0,1.0,84.0,0.0,0.0,0.0,0.0,42.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,107.0,0.0,0.0,0.0
2,1946-01-01,1,2,15,3,4,0,2,1,C1,1,0,1,1,0,1,1790.0,1180.0,564.0,2057.0,2670.0,330.0,131.0,197.0,115.0,324.0,13.0,466.0,859.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1997-10-01,2,1,1,3,2,0,0,1,AB,1,0,1,0,0,1,2.0,0.0,0.0,38.0,53.0,133.0,0.0,106.0,96.0,0.0,0.0,390.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2013-02-01,2,1,1,3,1,0,0,1,C1,7,0,1,0,0,1,59.0,1.0,0.0,0.0,6.0,0.0,0.0,566.0,161.0,153.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1955-03-01,1,1,1,3,2,0,1,0,E ,1,0,0,1,0,1,2774.0,4611.0,607.0,17.0,104.0,0.0,0.0,1418.0,1470.0,2893.0,3247.0,2160.0,60.0,0.0,29.0,483.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1960-03-01,2,4,1,1,1,0,0,1,E ,1,0,1,0,0,1,0.0,2875.0,2337.0,1660.0,1791.0,343.0,195.0,0.0,2104.0,574.0,1998.0,2290.0,398.0,110.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1966-06-01,1,3,5,3,2,0,1,0,C1,1,0,0,1,0,1,0.0,91.0,183.0,212.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,132.0,0.0,0.0,302.0,190.0,31.0,102.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1951-06-01,1,3,10,3,2,0,2,0,AB,1,0,0,2,0,1,15.0,3064.0,2589.0,1441.0,3214.0,191.0,0.0,137.0,577.0,629.0,892.0,773.0,231.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1949-09-01,1,2,1,3,1,0,1,0,C2,1,0,0,0,1,1,0.0,806.0,71.0,154.0,2407.0,140.0,0.0,0.0,152.0,0.0,58.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2003-10-01,2,1,5,3,1,0,1,0,C1,5,0,0,0,1,1,0.0,95.0,0.0,232.0,214.0,70.0,0.0,0.0,41.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2012-04-01,2,1,1,3,1,0,0,1,C1,7,0,1,0,0,1,19.0,198.0,1.0,0.0,0.0,0.0,0.0,142.0,234.0,158.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,7.0,1.0,35.0
2,1990-10-01,1,2,1,3,3,0,3,0,C1,3,0,0,3,0,1,497.0,725.0,769.0,1045.0,974.0,63.0,4.0,219.0,559.0,493.0,171.0,396.0,97.0,0.0,0.0,0.0,10.0,235.0,157.0,0.0,0.0,0.0,32.0,0.0,38.0,2.0,0.0,0.0
1,1937-10-01,1,4,1,2,2,0,1,1,C2,1,0,1,0,1,1,2856.0,2276.0,1177.0,1763.0,1253.0,0.0,0.0,476.0,4744.0,1633.0,1795.0,1381.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1967-02-01,1,3,1,3,5,0,2,1,C2,7,0,1,1,1,1,0.0,82.0,0.0,0.0,47.0,46.0,15.0,0.0,0.0,0.0,0.0,55.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0
1,2008-04-01,2,1,1,3,2,0,0,0,D ,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1974-11-01,1,2,1,3,2,0,2,0,C1,1,0,0,2,0,1,337.0,67.0,384.0,419.0,1571.0,6.0,548.0,73.0,144.0,76.0,42.0,308.0,12.0,48.0,60.0,60.0,27.0,22.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009-03-01,2,1,13,3,2,0,2,0,AB,3,0,0,0,2,1,226.0,90.0,1.0,35.0,67.0,0.0,0.0,6.0,231.0,3.0,35.0,95.0,0.0,139.0,0.0,0.0,3.0,130.0,0.0,0.0,0.0,131.0,165.0,2.0,66.0,55.0,42.0,187.0
1,2007-06-01,2,1,1,3,2,0,1,0,C1,5,0,0,1,0,1,3.0,4.0,142.0,89.0,144.0,83.0,1.0,149.0,658.0,270.0,256.0,684.0,166.0,23.0,3.0,185.0,57.0,164.0,81.0,3.0,0.0,58.0,382.0,108.0,104.0,151.0,55.0,0.0
1,1945-10-01,1,3,1,3,3,0,0,3,C1,1,0,3,0,0,1,0.0,483.0,367.0,1099.0,1677.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1969-07-01,1,3,1,3,1,0,1,1,C1,1,0,1,1,0,1,0.0,0.0,2.0,273.0,356.0,0.0,0.0,0.0,0.0,568.0,745.0,1708.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1986-07-01,1,3,1,3,3,0,1,0,C1,5,0,0,1,0,1,20.0,332.0,357.0,235.0,713.0,3.0,0.0,171.0,104.0,107.0,47.0,93.0,0.0,72.0,15.0,12.0,6.0,3.0,9.0,0.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
2,1933-05-01,2,4,1,3,1,0,1,1,C1,1,0,1,1,0,2,1090.0,1766.0,1980.0,2274.0,1403.0,151.0,0.0,1158.0,1053.0,543.0,1049.0,3280.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1991-08-01,1,3,1,3,1,0,0,0,C2,1,0,0,0,0,1,0.0,106.0,93.0,0.0,137.0,0.0,0.0,0.0,229.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1980-01-01,1,3,7,3,1,0,1,0,AB,7,0,0,1,0,1,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,110.0,0.0,0.0,46.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2,1942-06-01,1,2,1,3,1,0,1,1,D ,1,0,1,0,1,1,2021.0,1200.0,1141.0,1923.0,2071.0,143.0,5.0,60.0,14.0,3.0,196.0,1003.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1954-04-01,1,2,1,3,1,0,1,1,AB,1,0,1,0,1,1,260.0,828.0,279.0,671.0,1908.0,232.0,0.0,9.0,89.0,137.0,331.0,605.0,15.0,0.0,0.0,34.0,1.0,86.0,278.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1984-02-01,1,3,1,3,2,0,2,2,AB,1,0,2,0,2,1,0.0,293.0,185.0,97.0,417.0,21.0,0.0,0.0,2.0,0.0,52.0,106.0,0.0,20.0,0.0,0.0,0.0,37.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1985-07-01,1,2,2,3,1,0,1,0,C1,2,0,0,0,1,1,41.0,192.0,57.0,216.0,201.0,20.0,0.0,190.0,194.0,79.0,244.0,16.0,0.0,9.0,4.0,43.0,0.0,169.0,82.0,0.0,0.0,8.0,57.0,15.0,0.0,22.0,20.0,84.0
1,1951-12-01,1,1,1,3,1,0,1,1,AB,1,0,1,0,1,1,124.0,441.0,479.0,341.0,622.0,85.0,38.0,57.0,17.0,81.0,37.0,26.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1991-10-01,2,4,10,3,1,0,0,0,C1,1,0,0,0,0,1,1.0,748.0,5.0,753.0,592.0,651.0,381.0,48.0,914.0,382.0,361.0,805.0,942.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1929-03-01,2,4,1,1,1,0,1,0,C1,1,0,0,0,1,2,0.0,446.0,490.0,715.0,1606.0,148.0,0.0,76.0,3952.0,450.0,1190.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1938-01-01,1,1,6,3,3,0,2,1,AB,5,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2794.0,2780.0,3186.0,473.0,19.0,5.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2,1957-12-01,1,1,1,2,1,0,1,1,C2,1,0,1,0,1,1,0.0,127.0,1746.0,1603.0,2028.0,142.0,0.0,0.0,15.0,0.0,93.0,225.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,12.0,23.0,27.0
2,1959-02-01,1,2,1,2,1,0,1,1,D ,5,0,1,1,0,1,364.0,1094.0,373.0,796.0,2021.0,160.0,13.0,25.0,488.0,124.0,201.0,564.0,124.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,182.0,125.0,33.0,5.0,63.0,0.0,0.0
1,1932-10-01,1,4,1,3,2,0,2,1,AB,1,1,0,2,0,1,0.0,7.0,1416.0,1546.0,1884.0,94.0,0.0,0.0,21.0,167.0,1527.0,1763.0,406.0,0.0,0.0,519.0,343.0,206.0,78.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1978-08-01,1,2,1,3,1,0,1,0,C1,3,0,0,1,0,1,171.0,3.0,7.0,587.0,1176.0,19.0,49.0,0.0,35.0,62.0,0.0,254.0,2.0,47.0,67.0,148.0,6.0,17.0,20.0,0.0,0.0,235.0,313.0,165.0,153.0,3.0,0.0,0.0
2,1998-04-01,2,1,2,3,1,0,1,1,D ,5,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,87.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2013-09-01,2,1,1,3,2,0,1,0,C1,4,0,0,1,0,1,33.0,374.0,109.0,176.0,153.0,4.0,0.0,191.0,570.0,21.0,190.0,107.0,140.0,137.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,324.0,872.0,1.0,72.0,0.0,0.0,0.0
2,2009-01-01,2,1,1,3,2,0,1,0,C2,3,0,0,1,0,1,0.0,3.0,129.0,27.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1,1988-03-01,2,1,1,3,3,0,0,2,D ,1,0,2,0,0,1,0.0,278.0,196.0,245.0,0.0,0.0,0.0,31.0,888.0,26.0,49.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1992-03-01,2,4,1,3,1,0,0,0,E ,4,0,0,0,0,1,238.0,6.0,0.0,1.0,113.0,0.0,0.0,124.0,11.0,6.0,0.0,18.0,27.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,9.0,0.0,0.0,4.0,21.0,17.0
2,1990-04-01,1,1,1,3,2,0,0,0,AB,1,0,0,0,0,1,25.0,83.0,70.0,95.0,227.0,0.0,0.0,2.0,2.0,5.0,0.0,14.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,1.0,0.0,0.0
2,1938-04-01,2,4,1,2,2,1,1,2,E ,1,0,2,0,1,2,0.0,3586.0,2260.0,2450.0,3482.0,35.0,0.0,0.0,224.0,0.0,95.0,485.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1993-10-01,2,4,2,3,1,0,0,0,D ,1,0,0,0,0,1,0.0,0.0,0.0,241.0,516.0,72.0,0.0,0.0,56.0,6.0,112.0,191.0,0.0,0.0,0.0,150.0,305.0,545.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1965-02-01,1,3,1,3,2,0,2,0,AB,1,0,0,0,2,1,402.0,135.0,41.0,548.0,1311.0,495.0,0.0,0.0,4.0,69.0,0.0,2.0,48.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2010-06-01,2,1,1,3,1,0,1,0,AB,7,0,0,0,1,1,69.0,13.0,1.0,16.0,0.0,0.0,0.0,1359.0,874.0,711.0,414.0,105.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1942-09-01,1,2,1,3,1,0,1,0,C1,1,0,0,0,1,1,464.0,512.0,396.0,1244.0,1016.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1973-12-01,2,4,1,2,3,0,2,1,E ,5,0,1,2,0,1,1103.0,830.0,642.0,1998.0,3923.0,604.0,2208.0,367.0,318.0,0.0,257.0,371.0,793.0,290.0,0.0,288.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1981-11-01,2,1,1,3,2,0,1,1,C1,1,0,1,1,0,1,17.0,348.0,17.0,280.0,150.0,13.0,0.0,0.0,37.0,139.0,0.0,251.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1962-04-01,2,4,1,3,2,0,1,1,C1,1,0,1,0,1,1,2457.0,2989.0,1796.0,1549.0,1790.0,165.0,0.0,382.0,1906.0,285.0,1241.0,3642.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1981-07-01,1,1,1,3,2,0,0,1,C2,1,0,1,0,0,1,0.0,55.0,0.0,289.0,941.0,259.0,0.0,0.0,158.0,194.0,148.0,1088.0,232.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1947-06-01,1,1,1,3,1,0,1,1,AB,1,0,1,0,1,1,10.0,440.0,414.0,1333.0,835.0,0.0,0.0,0.0,15.0,330.0,527.0,833.0,0.0,0.0,56.0,593.0,48.0,29.0,0.0,9.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2007-10-01,2,1,17,3,1,0,1,1,C1,5,0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,105.0,13.0,47.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,0.0,0.0,0.0,0.0,1.0
2,2002-07-01,2,1,1,3,1,0,1,0,D ,5,0,0,0,1,1,0.0,117.0,0.0,749.0,166.0,0.0,12.0,0.0,582.0,675.0,1047.0,403.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1974-02-01,1,2,1,3,1,0,0,1,AB,3,0,1,0,0,1,0.0,129.0,0.0,155.0,869.0,3.0,0.0,52.0,2077.0,0.0,93.0,1101.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1966-01-01,1,2,1,3,6,0,6,1,D ,1,0,1,5,1,1,75.0,0.0,156.0,135.0,0.0,0.0,289.0,1078.0,1019.0,241.0,227.0,228.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1989-11-01,1,1,1,3,2,0,0,0,AB,1,0,0,0,0,1,0.0,0.0,150.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1973-12-01,1,2,1,3,2,0,2,2,AB,7,0,2,0,2,1,0.0,233.0,205.0,19.0,98.0,0.0,0.0,0.0,167.0,60.0,283.0,349.0,0.0,0.0,0.0,0.0,0.0,72.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1969-02-01,1,4,5,3,1,0,1,1,E ,1,0,1,1,0,1,0.0,20.0,18.0,215.0,237.0,66.0,0.0,0.0,232.0,19.0,246.0,711.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1963-02-01,1,1,1,3,1,0,1,1,C2,5,0,1,0,1,1,0.0,83.0,199.0,521.0,1656.0,67.0,0.0,67.0,240.0,94.0,77.0,267.0,22.0,0.0,0.0,0.0,16.0,1.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1969-04-01,1,2,1,3,1,0,0,1,C1,5,0,1,0,0,1,191.0,635.0,963.0,2163.0,1958.0,21.0,0.0,34.0,336.0,89.0,276.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1970-10-01,2,1,6,2,1,0,0,0,E ,7,0,0,0,0,1,0.0,0.0,0.0,4.0,72.0,0.0,0.0,0.0,0.0,53.0,217.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2004-12-01,2,1,2,3,1,0,1,0,E ,5,0,0,1,0,2,0.0,712.0,281.0,124.0,208.0,0.0,0.0,0.0,318.0,458.0,1371.0,1651.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1933-03-01,2,4,1,3,2,1,0,1,E ,1,0,1,0,0,2,1314.0,4960.0,2341.0,3444.0,1253.0,0.0,3303.0,0.0,0.0,118.0,817.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2005-01-01,2,1,1,3,1,0,1,0,C1,5,0,0,1,0,1,0.0,550.0,0.0,0.0,38.0,10.0,0.0,0.0,77.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
